UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
3390,48342,"Los Angeles, CA",16-03-2020,"The stats say most of us are likely to get COVID-19 at some point in the next few weeks/months. 



If you have the ability to prepare some food NOW for when you DO get sick, I highly recommend making a bunch of chicken stock and freezing it for later.",Positive
3391,48343,,16-03-2020,Just a thought about getting supplies Many small businesses will go to the wall during this time As you re doing your online shopping call your local butcher baker fruiterer to see if they will deliver I bet they will Help keep these businesses alive 19,Positive
3392,48344,"English Riviera, West Midlands",16-03-2020,"#Covid-19 keeps the Leavers happy with immigration, free movement of people, a foreigner caused this pandemic. 



It proves the Remainers were right (empty Supermarket shelves, shares falling, no medication, recession)  #Brexit come early?",Positive
3393,48345,Israel,16-03-2020,"Can't find direct flight, train, bus or rental car to your #home? Compare price on https://t.co/lwIvW9QGJl and get best prices. #Covid_19 #Corona #COVID2019 https://t.co/YWzp192cCW",Positive
3394,48346,bay area,16-03-2020,I sure hope @comcast @comcastcares considering lowering their prices or provide unlimited internet data due to #coronavirus #COVID2019,Positive
3395,48347,London,16-03-2020,"? In response to the COVID-19 global pandemic, we have issued updated guidance for contact lens wearers to ensure healthy wear and care.



?? https://t.co/bFLIs1M67X



#Covid19 #Coronavirus #NoWater https://t.co/lJwUneNoCB",Positive
3399,48351,God's Hands,16-03-2020,Now is the best time ever to own a grocery store. #justsaying #CoronaVirusSA #Covid_19 #Coronavirussouthafrica https://t.co/05CJs38MTs,Positive
3402,48354,?????,16-03-2020,If you work at a supermarket I feel you. We won't get sick from #COVID2019 but for working too much!,Positive
3404,48356,Earth 162,16-03-2020,"I was a big box retail store manager for 17 years. I've seen retail workers do what they can to get us the consumer what we need. Long hours and little recognition are some of the many hurdles they face. Next time your out, thank a retail associate. #RetailWorkers #Coronavirus",Positive
3406,48358,,16-03-2020,Food ain't cure for Covid 19....you can shop all shelves empty.dear poor south africans like me who will afford groceries end off the month do not panic. The world has always been on hour side.,Positive
3410,48362,,16-03-2020,"Unsurprisingly, ecommerce is reportedly getting a big boost as more people turn to online shopping due to the confinement.

#coronavirus blessing in disguise.

@RiazGilani @RAbdiCG @alykhansatchu @FauzKhalid @waithash",Positive
3412,48364,,16-03-2020,Dear big supermarkets with more demand and extra cash on your bottom line can you pledge not only to make food banks more visible in your stores but also to significantly increase your own donations We all need to work together on this,Positive
3414,48366,"Houston, TX",16-03-2020,THANK YOU to our grocery store workers who are doing their best to keep supplies stocked and stores clean! ??? Please remember to be kind to them! #coronavirus https://t.co/d8KK3eEDVg https://t.co/VeCVDfGHc5,Positive
3415,48367,San Francisco Bay Area,16-03-2020,We'd like to thank grocery store employees and everyone else working hard to serve their communities during the novel #coronavirus outbreak. https://t.co/wPuNXcNZha https://t.co/VJXFfvIJfQ,Positive
3418,48370,France,16-03-2020,"#UPDATE The first human trial to evaluate a candidate vaccine against the new coronavirus has begun in Seattle, US health officials said Monday, raising hopes in the global fight against the disease https://t.co/Ckacy4mLyD",Positive
3419,48371,"Tallahassee, FL",16-03-2020,"?CONSUMER ALERT?



Scammers will try to take advantage of the fear surrounding the coronavirus outbreak.



There were reports of a false live map of COVID-19 cases purportedly from Johns Hopkins University, as well as phishing emails.



?For more info: https://t.co/uBPW7mR4Eg https://t.co/pkmaOxVhAh",Positive
3422,48374,Chicago,16-03-2020,In case it helps someone else if you need distilled water for a CPAP or some other device check hardware stores I was able to find some in the cleaning products area at my hardware store even though the grocery store was sold out 19,Positive
3423,48375,Xone island,16-03-2020, This is the best evidence aliens will have as to why the human race failed as a species   Another toilet paper fight an Australian supermarket with commentary from the brilliant 19,Positive
3424,48376,Kuwait,16-03-2020,"ÂDemand for canned food, rice, pasta on increaseÂ - ÂSituation is calm at co-ops, food commodities enough for 6 months, inspection tours underwayÂ

https://t.co/eURzp0PPRb

#Kuwait #coronaviruskuwait #coronavirus #Food https://t.co/KzZuOR5p9F",Positive
3426,48378,"Coleraine, Northern Ireland",16-03-2020,"This was the picture in a local Supermarket this evening, who'd have thought something so simple would become so precious, couldn't write it. #CoronavirusOutbreak #COVID-19 https://t.co/rJWca94SBL",Positive
3427,48379,,16-03-2020,"We have uploaded a new video check it out, and dont forget to subscribe and like - Dont Panic Buy!! Helping local food banks during Covid-19. Abajam TV ep 63 https://t.co/1nk3qw86Jx",Positive
3430,48382,"Bengaluru, India",16-03-2020,Some online shopping behaviors have surged by 800 in the last few weeks Here are the trends and takeaways from 80 of the top 100 US retailers,Positive
3432,48384,"San Francisco, CA",16-03-2020,Our SF store is closed to help curb the spread of #COVID2019 . Please consider continuing to support us by shopping online or purchasing gift certificates for future use! We are offering free shipping on all orders of non-oversized items!,Positive
3433,48385,Cheshire and Warrington,16-03-2020,"Covid-19 Response - Snow Angels have set about helping to set up very local befriending schemes to support people.  Help those who need it with shopping and prescriptions, and dog walking. Volunteer application form is now online you can find it here.

https://t.co/5949n2ZSfi https://t.co/2w2rNGzRZE",Positive
3434,48386,"Marbella, Spain",16-03-2020,"All prepared to go to the bank, the chemist and the supermarket, the only places we are allowed to go for the next 2 weeks ? #COVID2019 https://t.co/XMMvbo3ZfV",Positive
3436,48388,"Florida, USA",16-03-2020,Florida Department of Agriculture &amp; Consumer Services activated their Summer BreakSpot website so families can find free meals in Florida for their children that are under 18. Visit https://t.co/Xvu3URBdUK to find a location https://t.co/48UgkF1hiZ #FeedingFloridasChildren,Positive
3437,48389,"Toronto, Ontario",16-03-2020,Food banks are working hard to meet the surge in demand due to and adapt their services to keep everyone safe and healthy Read s statement here and learn more about how you can help your vulnerable neighbours,Positive
3442,48394,"San Jose , CA USA",16-03-2020,First time seeing a line outside Gus s Community Market in Mission Bay Elected leaders say there is enough food stores will be restocked please do NOT panic,Positive
3443,48395,"Arizona, USA",16-03-2020,Grocery store workers are also on the front lines- all. I am SO thankful for them being there. We need to protect them too! #coronavirus How is @Safeway and @FrysFoodStores protecting their employees who are serving an absolutely necessary role in our society now?,Positive
3446,48398,"San Francisco, CA",16-03-2020,"With self-isolation growing, online shopping is surging. With Amazon's plans to hire 100,000 U.S. workers as well as increasing pay, traditional retailers are facing a consumer abyss https://t.co/VLklZ3m07V @alinaselyukh #amazon #onlineshopping #delivery #retail #coronavirus",Positive
3450,48402,Milwaukee,16-03-2020,For the foreseeable future local Milwaukee businesses will be under HUGE financial burdens paying employees lost business or even closing due to Covid 19 If you re shopping here is how you can help support them through shopping online,Positive
3451,48403,,16-03-2020,A friend sent this over ?? https://t.co/hSwtyy8oPC,Positive
3454,48406,All over,16-03-2020,"OK I'm ready to head to the supermarket!



#RalphKramden #Honeymooners #COVID19 #coronapocolypse #QuarantineLife #coronavirus #Covid_19 #StayTheFHome #FlattenTheCurve #mondaythoughts #MondayVibes https://t.co/Iqa1vNCX1g",Positive
3460,48412,"Seattle, Washington",16-03-2020,We believe our role serving customers and the community during this time is an important one. Here is a roundup of how weÂre addressing COVID-19 and supporting those directly and indirectly impacted. https://t.co/JgdeudxkYS,Positive
3461,48413,,16-03-2020,"@skdmodelme As COVID-19 has spread, we've recently seen an increase in people shopping online. Some of our delivery promises are longer than usual, but we're working around the clock to ship items as quickly as we're able to. Thank you for your understand",Positive
3462,48414,,16-03-2020,"@ragingrodent Hello, Matt! As COVID-19 has spread, we've recently seen an increase in people shopping online. Some of our delivery promises are longer than usual, but we're working around the clock to ship items as quickly as we're able to. Thank you for ",Positive
3463,48415,"Charlotte, NC",16-03-2020,"Upper management came in to assure us that ÂThe company will be okay and we just need to power through and find stuff to do here at the office while most of our consumer base is closed due to COVID-19.Â



Umm..Thanks I guess. ?",Positive
3466,48418,Dubai,16-03-2020,14 major US retailers shut their doors to prevent the spread of the novel coronavirus in the US! #retail #coronavirus #coronavirusoutbreak #covid19 #consumerproducts https://t.co/v7GazmPsdE,Positive
3468,48420,America the Beautiful. Oregon.,16-03-2020,Officials are asking us to stay home avoid crowds amp work remotely to help of This means a lot of people are depending on apps online shopping What s the cost Tonight at 10p on gephardt looks into it,Positive
3469,48421,"Ames, Iowa",16-03-2020,"We are partnering with @iowastatedaily to share business updates with our community.



Are you a restaurant, retail store or other service provider? Have you adjusted hours or expanded services due to the COVID-19 spread? 



Please tell us about it: https://t.co/NcxEIAIgJI",Positive
3470,48422,"Salt Lake City, UT",16-03-2020,"Um, my favorite online bulk shopping store @BoxedWholesale just posted this. Where am I supposed to get my @DietCoke now? #coronavirus https://t.co/yfBTJBtZo1",Positive
